X,Y,TAM1,TAM2,TAM3,TAM4,TAM5,COLOR
94,21,88,47,29,36,37,1
24,46,50,84,45,23,63,0
82,43,89,33,77,48,89,0
48,10,93,44,92,28,80,1
64,82,86,34,64,24,74,0
87,85,6,3,8,18,86,1
75,5,60,7,40,16,52,1
15,31,98,89,13,46,18,1
81,49,95,26,87,73,34,0
10,98,36,52,63,14,99,1
44,70,36,87,90,89,38,0
50,87,19,50,83,41,22,1
4,75,71,16,36,20,17,1
54,55,80,70,11,60,65,0
54,23,0,10,43,35,6,0
18,42,5,0,35,1,50,0
74,5,4,13,38,91,95,1
79,69,63,62,37,23,2,0
74,15,34,82,20,96,71,1
91,3,80,29,50,97,54,1
88,82,57,12,54,30,5,1
63,35,63,40,18,36,27,0
73,78,36,56,13,68,48,0
32,96,7,55,90,93,80,1
4,93,54,7,64,52,0,1
40,72,23,9,16,33,1,0
50,98,95,47,91,0,87,1
83,32,1,64,78,39,53,0
99,6,84,24,78,69,87,1
62,11,70,96,49,95,34,1
27,78,95,1,64,64,15,0
69,69,94,4,60,3,46,0
68,75,78,53,37,7,59,0
16,54,7,9,90,82,62,0
97,66,73,37,20,93,8,1
40,56,96,98,59,97,21,0
10,63,72,10,17,62,93,1
85,57,2,39,39,22,39,1
26,33,2,49,92,44,69,0
70,18,64,99,39,98,63,0
18,61,67,65,33,29,75,0
6,6,76,81,61,15,32,1
85,5,83,54,24,83,47,1
19,58,81,24,95,91,80,0
93,45,69,19,7,38,15,1
3,24,10,67,9,64,17,1
14,84,48,45,51,68,62,1
28,70,4,3,55,57,99,0
98,62,28,10,77,56,51,1
36,98,2,25,17,95,78,1
82,90,39,24,91,11,6,1
48,65,87,48,7,88,1,0
20,0,99,82,11,16,52,1
31,86,56,26,94,4,11,1
80,60,2,44,84,60,82,0
74,54,78,50,86,52,21,0
41,28,55,32,39,72,4,0
82,97,38,76,97,47,63,1
46,39,23,44,63,46,1,0
15,80,43,26,21,81,0,1
86,54,78,88,13,85,84,1
30,16,20,77,51,39,51,0
84,67,11,26,91,61,1,0
57,90,91,89,93,25,77,1
95,55,6,37,74,43,78,1
72,10,47,67,11,2,10,1
76,83,7,61,40,17,87,0
80,94,93,40,70,58,79,1
98,10,15,61,68,70,68,1
75,20,55,49,46,0,77,0
19,32,6,46,40,78,80,0
11,34,91,61,30,29,19,1
8,82,23,14,23,38,44,1
74,18,66,92,44,34,6,0
91,28,56,59,5,7,38,1
13,6,52,19,83,59,72,1
14,70,64,55,62,22,7,1
10,24,23,97,28,93,89,1
2,17,2,70,35,71,88,1
89,67,74,48,92,37,65,1
92,27,90,65,59,95,53,1
99,21,79,77,62,71,43,1
45,12,73,9,85,76,93,1
36,16,77,69,64,55,38,0
56,64,36,36,63,0,62,0
23,81,43,17,45,24,49,0
67,34,45,22,7,27,92,0
71,94,1,73,76,6,11,1
28,22,0,4,31,89,38,0
3,76,34,61,95,63,29,1
56,58,27,27,26,10,11,0
24,40,1,2,91,85,78,0
98,14,19,10,51,88,88,1
33,52,73,11,61,39,14,0
29,99,19,5,92,87,61,1
41,0,41,41,27,75,29,1
80,43,54,69,37,22,90,0
6,15,90,65,60,33,75,1
47,44,61,10,17,92,57,0
28,8,94,5,87,7,42,1
94,34,61,78,91,8,60,1
81,87,48,28,83,47,81,1
46,51,5,57,11,79,19,0
17,14,33,60,75,25,99,1
42,48,23,32,9,15,68,0
27,0,49,37,54,10,86,1
96,97,31,89,85,81,84,1
52,83,68,18,62,7,7,0
35,47,36,60,30,38,47,0
5,96,48,21,32,45,58,1
67,44,33,89,30,58,18,0
58,71,12,0,70,3,4,0
98,37,5,25,48,47,63,1
38,44,11,24,85,8,26,0
34,77,53,15,73,62,6,0
79,10,16,76,32,23,41,1
89,69,72,38,86,51,41,1
11,63,54,79,16,23,31,1
74,55,83,15,57,81,78,0
30,26,65,10,55,10,46,0
74,12,66,47,58,40,33,1
69,3,78,63,23,35,5,1
43,35,61,91,92,11,45,0
64,49,19,38,81,25,63,0
92,27,49,87,29,59,45,1
5,87,46,79,88,88,81,1
5,7,8,12,20,23,74,1
66,92,59,92,24,97,27,1
66,65,89,6,67,70,66,0
51,46,58,70,22,36,89,0
45,44,36,37,2,74,68,0
36,86,88,61,51,1,20,1
47,89,70,69,92,34,35,1
55,63,6,42,67,76,73,0
41,65,48,77,97,78,24,0
63,32,14,52,94,74,42,0
55,29,95,35,79,6,62,0
25,78,52,83,91,8,37,0
82,20,64,60,26,34,20,0
3,98,19,64,62,16,40,1
74,89,56,68,2,50,49,1
42,65,90,53,26,62,34,0
74,54,40,0,73,46,93,0
78,45,12,54,16,54,65,0
16,51,86,4,86,34,61,0
29,55,29,27,54,71,68,0
26,35,22,76,49,74,70,0
96,33,17,45,32,77,44,1
24,19,96,98,64,56,65,0
8,77,11,79,25,87,90,1
87,71,49,81,61,21,26,1
24,72,92,41,39,69,66,0
14,29,67,25,34,31,42,1
58,74,11,66,55,96,42,0
88,43,31,11,55,49,94,1
25,71,46,4,75,94,54,0
40,17,74,50,37,20,5,0
42,13,9,58,13,50,63,1
46,7,48,35,82,12,55,1
38,80,39,29,34,59,72,0
17,66,80,73,14,83,68,0
17,20,27,94,3,54,3,0
44,89,0,8,89,77,44,1
52,27,81,68,72,40,87,0
17,30,87,87,86,28,43,0
76,10,93,56,57,68,47,1
17,50,83,57,39,82,24,0
39,69,64,14,36,94,47,0
17,69,39,11,90,11,26,0
26,19,66,83,20,47,19,0
85,74,33,62,13,60,42,1
76,23,21,99,41,51,75,0
26,43,70,48,73,8,70,0
54,12,81,99,20,78,25,1
74,20,87,64,56,78,22,0
37,28,76,37,44,72,75,0
47,22,0,89,29,47,98,0
44,87,54,69,38,55,58,1
47,51,76,29,52,63,35,0
22,70,42,61,44,42,15,0
63,57,76,99,80,31,79,0
33,43,76,84,98,49,65,0
2,76,77,69,34,50,88,1
5,12,12,33,85,22,92,1
38,76,12,27,47,53,49,0
64,73,18,40,75,74,39,0
88,3,44,77,82,28,50,1
96,34,57,2,84,40,69,1
28,77,75,5,75,16,79,0
58,98,8,41,47,6,79,1
61,56,47,94,93,47,50,0
38,71,45,80,34,53,79,0
69,57,88,80,25,70,35,0
64,90,10,18,26,13,88,1
77,31,48,38,6,16,79,0
69,35,50,88,99,1,8,0
79,32,89,91,83,74,51,0
25,12,34,87,88,84,45,1
75,46,34,69,85,62,60,0
30,26,88,75,8,42,55,0
24,73,25,78,39,26,76,0
45,80,65,96,71,60,66,0
36,11,22,76,48,2,46,1
5,84,44,0,50,16,78,1
96,96,12,65,82,12,85,1
90,84,55,25,2,74,72,1
41,0,67,71,24,37,88,1
44,33,7,9,55,38,19,0
63,99,85,91,64,78,99,1
63,17,18,52,37,26,6,0
2,4,15,6,8,38,75,1
82,18,40,73,60,97,41,0
18,48,39,56,82,97,94,0
92,68,39,47,72,94,95,1
35,64,88,92,8,21,44,0
47,63,30,35,1,40,42,0
60,84,4,32,51,95,58,0
50,42,47,85,43,84,66,0
64,7,89,71,31,55,78,1
12,96,41,73,3,92,95,1
53,73,86,65,21,4,6,0
72,32,43,69,45,66,26,0
69,15,80,5,79,46,18,1
41,9,32,11,48,41,19,1
13,43,91,93,75,94,50,1
90,36,7,72,94,53,28,1
87,59,65,48,4,28,4,1
10,89,46,75,19,39,76,1
65,65,22,45,82,3,2,0
22,10,51,65,92,43,59,1
38,39,80,37,75,83,93,0
23,54,13,85,4,17,58,0
64,77,40,97,13,2,31,0
80,6,33,46,58,54,63,1
56,42,46,2,37,49,80,0
21,83,11,86,57,35,28,0
25,72,26,13,63,37,89,0
46,98,80,40,24,73,5,1
95,98,7,5,81,83,1,1
40,60,19,13,96,34,63,0
67,76,38,80,11,22,54,0
49,43,72,39,85,9,21,0
76,10,30,41,42,16,63,1
98,73,61,44,29,90,82,1
40,96,74,12,31,97,97,1
50,36,79,32,43,21,77,0
92,9,57,44,71,56,91,1
55,96,50,89,75,62,0,1
48,85,63,8,30,54,40,1
55,17,63,49,19,32,30,0
1,83,81,56,57,99,51,1
63,33,1,62,17,60,50,0
69,48,90,74,67,76,71,0
95,47,12,24,37,60,54,1
97,61,12,12,90,95,91,1
59,22,33,62,65,36,68,0
30,11,33,91,47,36,69,1
45,72,26,0,68,23,36,0
50,28,67,91,42,78,3,0
10,78,30,67,22,49,56,1
82,21,58,54,76,38,5,0
17,2,96,39,15,51,63,1
36,33,9,91,54,75,76,0
39,38,87,80,51,88,41,0
44,59,37,30,12,60,0,0
66,95,15,68,84,28,38,1
7,11,95,48,40,22,34,1
63,81,19,27,40,93,8,0
23,35,47,55,28,50,11,0
61,81,54,1,58,2,13,0
90,13,65,72,14,12,66,1
72,99,94,15,60,36,42,1
72,90,70,89,2,62,25,1
93,29,61,21,22,48,85,1
23,81,28,82,13,30,0,0
71,51,99,22,25,53,43,0
86,20,89,55,82,66,82,1
9,78,91,75,83,0,54,1
75,42,32,21,5,27,79,0
20,63,24,27,63,70,61,0
44,52,11,72,24,86,89,0
48,97,33,88,89,69,50,1
98,95,1,13,51,21,35,1
1,96,85,15,17,12,57,1
92,4,3,43,67,24,4,1
19,90,66,66,71,4,3,1
66,88,98,67,12,18,75,1
89,61,35,50,85,93,91,1
15,92,37,4,63,58,49,1
47,78,23,60,98,25,67,0
1,13,38,32,28,34,91,1
39,29,67,6,47,76,1,0
95,61,65,72,26,54,75,1
59,73,37,46,71,51,6,0
82,12,85,57,65,49,97,1
34,65,55,64,17,66,16,0
76,96,36,88,26,54,27,1
55,10,58,42,44,67,36,1
2,98,67,42,32,68,57,1
52,62,10,33,94,58,35,0
10,61,70,89,67,86,65,1
36,69,26,90,59,27,49,0
11,26,75,29,40,98,42,1
40,39,11,77,42,51,67,0
62,62,29,56,13,16,28,0
65,66,24,35,51,24,83,0
81,66,12,95,15,77,14,0
9,75,1,12,6,48,90,1
69,1,72,39,62,66,82,1
98,24,29,89,47,96,99,1
7,78,83,94,42,70,80,1
79,98,61,57,32,70,95,1
50,4,46,66,13,97,98,1
40,74,4,44,59,27,2,0
21,31,34,89,27,69,51,0
26,83,30,48,64,54,14,0
78,2,98,45,9,54,36,1
34,36,0,36,85,71,92,0
32,30,76,44,10,84,82,0
51,37,89,77,90,70,10,0
3,71,61,93,20,79,7,1
87,19,8,16,72,26,12,1
90,20,38,30,92,68,44,1
76,19,60,73,58,17,55,0
81,70,26,85,7,49,0,0
78,89,51,90,60,59,74,1
79,92,33,97,36,26,35,1
63,38,20,74,32,59,54,0
26,0,25,20,97,33,88,1
74,38,85,95,9,97,17,0
69,95,7,4,76,56,75,1
78,46,36,91,9,63,84,0
78,61,38,57,51,23,91,0
37,0,53,1,63,78,93,1
95,26,51,76,49,59,93,1
21,74,79,63,16,19,54,0
84,57,10,95,8,91,62,0
23,0,74,92,49,66,50,1
50,1,44,39,42,56,25,1
76,51,56,11,23,34,1,0
94,17,11,20,50,42,0,1
10,36,27,87,61,74,56,1
96,88,3,19,70,88,22,1
3,7,52,37,29,73,14,1
52,11,83,55,30,77,81,1
99,89,62,21,25,12,39,1
70,5,56,36,38,14,3,1
96,80,6,40,77,26,76,1
77,61,32,35,99,7,58,0
17,75,59,24,79,43,90,0
50,9,20,42,43,76,57,1
58,46,35,60,15,89,12,0
77,40,39,79,42,42,26,0
55,22,9,77,46,79,1,0
72,0,96,19,7,40,22,1
96,12,91,93,88,44,64,1
13,38,59,52,21,77,81,1
33,23,13,66,54,90,11,0
15,18,40,35,2,23,81,1
81,77,46,33,47,20,45,0
45,68,81,14,95,83,59,0
5,38,66,30,88,11,74,1
89,12,41,72,96,83,1,1
4,4,74,35,61,29,44,1
95,40,64,74,30,47,99,1
93,73,98,2,63,48,67,1
79,35,14,7,19,23,20,0
72,46,40,62,71,81,23,0
69,21,30,45,72,21,94,0
57,45,87,59,9,60,83,0
26,40,15,13,31,12,77,0
23,34,24,86,21,63,92,0
82,5,84,40,65,93,56,1
51,26,10,77,74,42,15,0
48,9,35,27,17,76,72,1
8,71,60,36,44,93,75,1
12,20,30,84,53,58,91,1
9,72,35,83,3,52,72,1
4,69,69,79,88,84,56,1
25,26,0,0,2,59,32,0
88,46,91,22,28,55,16,1
12,25,59,16,12,79,37,1
70,7,45,31,28,22,45,1
21,85,1,60,79,0,56,1
91,1,20,91,5,86,99,1
19,14,96,17,42,77,20,1
8,49,48,46,17,81,42,1
65,33,96,94,83,15,67,0
54,18,42,8,75,79,29,0
64,59,57,78,15,20,48,0
75,5,38,83,7,83,36,1
22,6,30,97,97,33,12,1
29,63,85,35,24,89,17,0
66,32,58,55,58,42,87,0
3,11,48,65,25,31,37,1
83,84,65,60,61,53,81,0
73,53,85,41,40,6,58,0
15,52,28,71,66,13,62,1
39,11,98,23,70,97,34,1
88,40,48,75,64,25,63,1
45,40,50,66,89,60,6,0
35,89,52,25,98,79,82,1
38,73,10,4,84,6,88,0
39,84,31,0,9,46,28,0
78,51,38,59,15,81,99,0
31,56,98,38,31,77,75,0
27,82,5,93,56,81,80,0
36,6,52,52,80,54,67,1
47,50,25,15,18,81,32,0
98,11,39,29,66,58,26,1
57,69,17,84,74,70,81,0
25,15,30,84,66,59,68,1
42,33,24,14,92,96,58,0
35,19,6,62,76,28,66,0
79,10,32,28,2,39,26,1
69,45,38,63,43,6,41,0
31,69,46,79,52,92,76,0
91,36,33,5,49,40,10,1
41,96,30,31,15,43,98,1
44,96,65,75,39,86,94,1
58,6,8,14,8,48,47,1
75,18,59,14,64,95,83,0
20,28,40,62,0,78,69,0
49,18,54,4,71,25,59,0
5,56,90,41,45,88,13,1
97,54,71,81,64,34,21,1
40,44,23,41,77,17,50,0
77,68,23,23,48,14,67,0
6,66,83,93,56,66,61,1
6,65,64,93,13,45,26,1
16,23,15,87,43,61,65,0
89,70,2,90,12,36,78,1
85,0,39,58,79,33,61,1
70,0,39,81,85,43,46,1
27,78,12,50,45,31,57,0
70,26,30,37,87,61,46,0
96,7,67,13,86,76,25,1
92,55,13,72,4,39,46,1
11,90,95,1,34,14,41,1
12,54,0,73,81,69,99,1
56,32,46,42,52,77,4,0
19,63,65,48,14,75,65,0
74,3,41,54,50,3,61,1
92,57,62,1,79,80,61,1
64,10,3,84,25,30,19,1
43,11,77,85,91,21,23,1
49,80,89,90,73,52,11,0
35,62,60,87,94,44,10,0
41,74,19,21,78,53,99,0
6,45,34,85,37,58,0,1
58,0,42,82,62,42,90,1
35,6,92,19,86,68,1,1
58,62,65,8,80,66,2,0
13,52,68,45,8,0,27,1
42,94,50,25,19,12,21,1
38,26,43,50,52,94,69,0
45,66,23,88,25,89,49,0
64,15,52,13,42,43,27,1
18,8,72,77,64,41,86,1
62,92,52,32,16,61,91,1
28,73,89,91,11,23,90,0
7,57,61,26,57,75,27,1
74,89,67,68,35,7,52,1
41,77,19,29,98,48,22,0
15,29,71,99,34,12,28,1
8,62,79,38,35,59,53,1
68,61,51,67,96,66,96,0
31,39,56,7,41,52,64,0
65,97,21,88,53,36,19,1
22,3,72,52,76,76,11,1
91,78,49,40,0,76,92,1
59,58,68,83,96,61,7,0
20,8,24,32,77,75,1,1
44,9,5,88,70,91,48,1
9,58,8,10,93,72,68,1
69,88,24,68,91,51,56,1
10,25,59,54,1,19,80,1
58,30,89,20,20,2,28,0
61,96,84,21,33,88,75,1
47,76,27,24,90,70,10,0
71,73,66,88,84,41,10,0
61,33,82,36,18,18,86,0
22,36,37,38,73,32,57,0
37,7,73,88,41,52,13,1
73,53,52,87,92,84,57,0
92,34,91,3,5,57,51,1
89,84,46,77,98,40,11,1
36,20,46,0,6,67,96,0
82,85,75,52,52,6,73,1
64,5,77,17,85,18,75,1
46,77,7,7,94,36,18,0
7,88,4,60,75,25,52,1
66,54,95,65,62,13,87,0
25,63,69,0,46,50,29,0
95,72,26,38,66,7,53,1
61,97,47,49,43,7,10,1
34,89,78,78,64,11,85,1
78,71,22,73,53,0,46,0
57,25,22,47,88,4,8,0
3,49,73,26,61,81,82,1
16,96,86,81,59,89,5,1
68,89,4,96,7,14,79,1
47,72,83,46,96,1,82,0
46,11,8,6,44,70,72,1
85,96,91,75,11,34,3,1
82,55,32,24,78,36,86,0
86,96,91,35,57,71,13,1
6,6,23,40,82,37,23,1
68,80,17,5,17,42,42,0
96,36,51,51,8,35,22,1
76,16,77,0,58,19,46,0
72,84,70,21,21,62,63,0
78,48,66,79,45,27,37,0
95,74,69,90,38,5,47,1
91,28,35,70,11,45,91,1
18,70,28,45,97,60,73,0
38,15,24,98,23,74,17,1
39,82,49,55,93,22,27,0
63,75,0,15,38,10,37,0
87,30,42,99,67,65,50,1
3,30,52,71,23,48,98,1
23,83,39,10,7,62,60,0
99,63,24,71,13,80,6,1
9,33,79,61,13,91,66,1
10,30,27,27,8,72,38,1
29,84,77,87,97,7,22,0
30,69,75,79,58,67,25,0
9,88,47,24,96,98,34,1
47,63,93,31,41,6,56,0
41,46,67,87,48,48,84,0
7,20,97,67,64,68,80,1
51,43,32,31,38,72,52,0
97,37,74,22,11,89,81,1
25,15,27,41,50,12,30,1
16,52,17,13,20,30,58,0
60,17,6,96,68,90,85,0
21,28,20,95,75,67,83,0
88,38,6,51,53,18,65,1
1,46,52,17,68,3,66,1
85,36,66,68,43,5,70,1
27,40,53,44,64,59,6,0
81,81,88,38,22,88,15,0
27,95,66,96,60,4,63,1
29,92,37,7,83,33,12,1
80,89,75,37,7,62,70,1
13,72,33,56,67,27,96,1
51,18,49,80,1,45,40,0
66,28,90,1,69,72,65,0
3,0,17,24,72,19,6,1
81,15,72,70,4,59,21,1
39,19,68,26,91,76,69,0
47,49,15,92,28,34,83,0
92,15,65,48,54,80,25,1
51,54,15,75,23,7,63,0
40,15,51,37,48,99,23,1
27,3,57,16,27,60,62,1
72,51,86,45,18,26,28,0
78,12,20,81,56,35,15,1
44,99,29,5,53,29,88,1
40,23,13,9,61,15,97,0
75,0,90,96,70,77,80,1
20,24,10,90,75,60,96,0
29,4,33,98,64,6,83,1
80,98,7,7,93,13,5,1
79,32,86,73,7,18,93,0
90,50,74,69,71,29,90,1
0,97,46,55,49,17,97,1
45,83,59,63,5,90,57,0
32,40,22,16,31,96,37,0
2,39,63,12,96,37,7,1
83,48,25,99,40,76,58,0
38,63,22,18,51,66,8,0
41,69,33,32,87,90,40,0
20,42,28,80,71,49,37,0
87,32,93,6,57,75,16,1
24,37,5,19,71,36,67,0
22,57,93,69,65,85,84,0
56,52,55,55,75,91,90,0
60,92,34,8,63,15,17,1
92,76,73,8,82,18,98,1
33,8,8,57,70,56,31,1
50,76,92,42,34,59,54,0
49,80,50,62,82,68,8,0
72,60,13,40,38,18,36,0
49,48,56,71,72,72,73,0
38,52,80,55,23,85,46,0
79,38,47,14,64,26,81,0
96,27,0,38,9,11,90,1
3,98,52,77,55,58,51,1
23,59,16,42,53,71,47,0
34,77,83,42,81,57,57,0
44,90,85,14,34,19,78,1
49,95,18,71,71,79,2,1
56,34,35,99,29,26,29,0
61,93,39,52,50,31,1,1
83,90,76,59,94,22,43,1
35,54,45,24,2,38,99,0
91,89,3,97,51,96,15,1
72,56,28,18,54,45,62,0
29,24,32,55,63,37,99,0
8,48,77,8,60,90,79,1
14,99,38,9,25,79,64,1
75,11,4,32,68,52,59,1
13,10,0,30,35,3,66,1
70,0,79,70,63,70,86,1
14,24,87,38,40,13,80,1
72,17,20,18,46,27,19,0
73,72,18,41,95,61,67,0
35,28,69,34,31,54,35,0
77,14,79,65,0,53,41,1
51,16,58,75,95,78,39,0
50,38,81,42,0,96,84,0
95,6,77,88,53,16,68,1
57,72,79,77,70,40,89,0
32,68,86,50,50,41,1,0
71,74,71,72,81,97,65,0
7,94,76,17,91,91,3,1
85,48,53,96,22,76,5,1
46,59,63,38,96,67,41,0
66,6,90,98,10,6,67,1
0,13,65,71,98,88,56,1
99,39,3,20,15,54,16,1
93,18,85,45,79,62,16,1
84,69,27,73,1,85,38,0
51,93,73,33,55,43,7,1
19,60,73,35,83,18,36,0
87,67,98,28,32,22,73,1
72,21,46,48,27,31,78,0
4,21,74,15,41,27,25,1
10,67,16,54,70,46,18,1
90,4,41,9,81,71,85,1
93,53,89,7,62,65,79,1
22,63,69,39,50,53,3,0
30,74,21,68,60,13,72,0
59,71,29,57,92,66,42,0
56,73,30,93,68,88,5,0
94,91,95,85,63,58,14,1
91,17,81,38,48,0,31,1
29,24,41,52,0,78,29,0
73,37,71,17,68,24,85,0
26,47,33,53,26,4,48,0
96,54,39,78,1,98,50,1
16,77,9,41,26,5,3,0
84,42,21,25,80,61,78,0
95,65,31,1,50,82,91,1
86,22,13,82,86,66,68,1
2,13,55,5,61,40,96,1
50,43,94,10,68,68,60,0
62,52,13,26,93,87,96,0
37,60,95,96,85,21,39,0
29,88,94,2,90,89,14,1
70,21,43,85,71,31,48,0
84,37,89,62,37,90,88,0
89,49,15,85,78,14,44,1
15,62,18,44,75,64,82,1
61,53,39,13,91,7,74,0
40,25,94,55,85,78,21,0
85,15,83,1,7,51,85,1
25,74,90,54,85,58,72,0
14,36,83,42,72,0,62,1
78,96,25,94,75,57,10,1
78,34,55,34,55,47,61,0
98,76,42,87,67,63,81,1
85,23,97,74,6,0,27,1
39,55,68,14,73,90,47,0
80,47,48,96,37,84,89,0
95,2,47,59,75,77,53,1
91,89,58,80,54,26,90,1
34,16,53,2,39,93,34,0
20,68,86,72,1,29,11,0
84,2,13,6,11,80,47,1
67,39,14,41,77,60,60,0
2,31,19,55,75,45,83,1
17,11,33,25,84,97,29,1
78,43,34,37,19,49,71,0
53,22,33,15,69,93,54,0
37,25,62,4,64,53,61,0
72,43,68,52,44,68,65,0
3,24,86,86,39,23,55,1
46,88,51,6,2,45,75,1
48,87,52,84,39,68,31,1
17,87,7,66,30,33,50,1
10,16,3,76,53,91,34,1
39,42,12,36,64,62,25,0
79,16,0,54,47,63,5,0
81,53,53,10,17,26,73,0
18,25,98,43,3,19,88,0
22,37,54,58,89,2,61,0
47,15,83,81,79,66,13,1
80,86,35,35,33,80,79,1
63,25,61,63,33,92,85,0
14,38,90,86,21,34,42,1
91,37,13,79,74,82,94,1
37,74,88,49,4,83,86,0
47,90,34,76,53,26,96,1
64,94,63,39,29,6,30,1
58,48,77,38,30,50,40,0
16,42,41,53,72,11,51,0
26,61,16,53,10,63,38,0
38,42,73,8,99,38,64,0
11,74,25,32,22,46,63,1
80,97,83,31,26,17,65,1
0,88,64,69,28,37,5,1
36,22,57,71,0,56,64,0
18,36,72,51,12,45,12,0
55,78,3,13,41,19,84,0
90,40,36,57,98,50,92,1
91,6,9,72,71,23,5,1
95,60,58,90,83,79,12,1
50,25,93,40,86,46,16,0
35,75,29,23,68,67,4,0
15,10,85,48,86,74,97,1
88,48,45,58,58,52,39,1
25,68,68,11,9,6,8,0
60,60,91,84,49,78,9,0
37,64,67,70,9,55,95,0
73,30,25,21,41,33,74,0
32,5,55,24,99,7,79,1
16,0,81,33,86,53,3,1
14,31,1,83,2,77,42,1
88,10,75,43,16,91,38,1
46,41,30,38,60,38,41,0
0,74,72,87,86,92,62,1
73,92,98,48,11,17,15,1
20,7,75,64,26,96,63,1
21,35,37,50,34,38,98,0
30,40,71,74,42,74,52,0
9,61,98,75,51,57,11,1
97,3,40,69,11,78,10,1
80,49,73,56,63,82,98,0
4,57,27,49,57,47,14,1
56,35,95,35,12,44,82,0
15,13,40,49,38,75,37,1
60,63,37,26,52,3,45,0
95,58,36,58,17,2,98,1
95,7,10,87,10,7,28,1
67,17,97,88,12,64,90,0
10,47,87,50,59,50,95,1
69,76,37,50,83,3,54,0
39,81,39,32,1,20,77,0
57,4,27,95,7,55,40,1
6,62,39,19,30,62,98,1
49,58,17,20,87,46,59,0
41,78,63,19,32,76,96,0
81,36,4,5,77,32,3,0
72,53,19,79,88,62,62,0
17,33,90,38,74,38,50,0
64,95,64,58,30,19,26,1
59,70,34,29,35,56,38,0
93,77,22,29,67,99,25,1
47,56,88,11,29,1,27,0
40,36,64,83,8,2,34,0
43,10,61,15,48,94,2,1
83,8,53,19,33,9,57,1
28,22,54,72,15,93,65,0
57,75,50,97,77,12,75,0
35,69,65,36,16,41,83,0
31,14,56,69,47,52,34,1
6,26,72,55,26,67,79,1
94,69,3,75,4,4,27,1
34,90,72,23,94,3,34,1
82,51,67,85,75,3,17,0
8,60,35,25,1,80,80,1
61,39,53,14,28,11,48,0
49,69,54,23,78,23,14,0
56,9,85,98,62,16,87,1
91,73,33,18,32,61,21,1
9,88,8,93,99,41,92,1
83,93,8,15,77,7,7,1
35,32,10,67,2,58,7,0
83,97,97,53,32,25,96,1
34,96,8,44,2,97,21,1
76,6,84,39,46,50,89,1
44,87,45,69,28,87,34,1
68,7,79,77,75,1,23,1
68,73,52,26,43,75,51,0
74,47,51,8,22,39,57,0
42,6,47,59,18,10,32,1
65,14,21,79,28,36,4,1
71,66,1,38,39,58,4,0
52,77,83,24,86,30,86,0
9,35,97,15,7,44,24,1
43,34,54,91,80,52,23,0
17,42,1,29,72,37,10,0
72,48,86,91,76,32,11,0
36,73,96,50,70,42,45,0
83,20,38,87,26,90,21,0
39,67,4,66,35,54,36,0
72,41,11,34,9,67,39,0
65,77,94,34,83,58,64,0
92,64,59,88,43,68,94,1
89,19,93,77,76,1,29,1
79,60,66,49,3,48,60,0
68,20,76,85,56,70,78,0
88,86,74,13,11,10,50,1
32,77,79,96,52,14,31,0
55,66,69,72,30,54,46,0
54,93,28,72,54,58,34,1
26,35,96,25,0,82,11,0
16,52,74,92,79,75,4,0
84,88,38,49,0,29,70,1
59,79,71,20,19,46,95,0
51,18,33,11,67,44,53,0
55,18,29,60,33,30,50,0
41,82,5,37,80,77,99,0
75,29,24,55,15,36,67,0
53,84,18,56,42,35,5,0
32,93,52,79,42,29,22,1
30,23,76,10,80,65,72,0
24,93,98,80,80,46,89,1
79,47,7,93,56,74,25,0
95,73,82,37,46,59,45,1
86,75,64,98,5,93,44,1
39,82,75,70,51,96,71,0
65,69,54,45,24,53,6,0
11,61,5,11,70,84,47,1
83,96,5,62,71,33,36,1
76,31,4,90,23,58,60,0
68,30,48,80,14,83,29,0
68,84,78,86,87,6,52,0
75,19,74,30,96,4,85,0
0,18,61,11,64,8,65,1
63,42,79,77,75,34,94,0
57,28,54,46,68,94,58,0
58,59,61,57,67,6,50,0
35,41,57,71,51,59,20,0
90,69,30,47,56,68,28,1
27,88,51,27,37,32,46,1
28,72,19,47,15,69,92,0
67,66,84,37,50,23,10,0
84,65,63,67,95,76,43,0
51,67,27,1,34,12,65,0
69,49,62,19,97,86,94,0
70,11,34,57,72,44,27,1
18,23,8,57,87,1,43,0
84,17,50,72,62,21,18,0
93,39,72,12,2,16,18,1
99,65,47,94,31,17,66,1
60,21,55,91,70,40,35,0
10,2,27,31,95,50,11,1
38,99,28,0,27,99,33,1
86,76,61,33,40,72,29,1
15,4,15,97,9,71,47,1
17,98,85,2,74,72,50,1
10,63,5,96,89,55,73,1
42,14,29,3,24,83,72,1
26,49,46,56,40,19,11,0
45,60,86,64,40,42,43,0
17,58,36,37,55,90,65,0
60,57,96,78,8,40,20,0
65,1,57,86,32,53,2,1
31,53,75,75,89,2,63,0
42,85,45,88,58,15,80,1
99,68,56,13,55,3,11,1
20,17,2,24,23,98,22,0
86,17,42,15,64,39,3,1
74,42,15,2,86,60,63,0
29,46,85,95,24,24,75,0
21,93,67,12,31,20,42,1
2,9,17,74,99,62,52,1
94,32,63,83,47,26,19,1
18,92,93,24,31,9,44,1
94,49,80,94,78,77,84,1
97,76,45,43,60,83,98,1
19,22,80,87,45,71,28,0
90,63,50,1,66,30,59,1
30,90,52,98,13,72,70,1
88,15,41,79,34,11,91,1
37,99,81,26,57,56,94,1
37,17,58,68,87,78,5,0
45,52,61,49,25,7,32,0
20,81,22,51,94,23,12,0
