"NUEVA LICITACION / C. ERRORES","TIPO
ANUNCIO",EXPTE.,OBJETO,"FECHA
ANUNCIO",BOLETIN,Nº,"LINK ANUNCIO",ORGANISMO,LOCALIDAD,PROVINCIA,CCAA,TIPO,SECTOR,PCA.,PCT.,"PLAZO LIMITE OFERTAS","FECHA APERTURA PLICAS O SOBRES","CONTRATO TIPO","PROCEDIMIENTO ADJUDICACION","FORMA ADJUDICACION",CLASIFICACION,"OBJETO LOTES",,,"IMPORTE
S/IVA","IMPORTE
C/IVA","C. FINANC.",L1,L2,L3,UDS.,,"DURACION CONTRATO (MESES)","PRORROGA CONTRATO (MESES)","KEYWORDS
MARCAS/MODELOS",OBSERVACIONES,,
,PREVIO,,"IMPLANTACION DE NUEVAS TECNOLOGIAS EN EL SISTEMA DE VISIONADO DE CIRCULACION",2015/04/24,"DO UNION EUROPEA",80-140871,http://ted.europa.eu/udl?uri=TED:NOTICE:140871-2015:TEXT:ES:HTML&src=0,"AYUNTAMIENTO DE MADRID",MADRID,MADRID,MADRID,EELL,"OTROS (SECTOR PUBLICO)",http://www.madrid.es/,915885346,,,SUMINISTRO,ABIERTO,CONCURSO,,,,,826400,,COMPRA,HARDWARE,PERIFERICOS,"CARTELERIA DIGITAL",,,,,,"HORQUILLA ENTRE: 826.400 Y 1.400.000 S/IVA",,
,PREVIO,,"IMPLANTACION DE NUEVAS TECNOLOGIAS EN EL SISTEMA DE VISIONADO DE CIRCULACION",2015/04/24,"DO UNION EUROPEA",80-140871,http://ted.europa.eu/udl?uri=TED:NOTICE:140871-2015:TEXT:ES:HTML&src=0,"AYUNTAMIENTO DE MADRID",MADRID,MADRID,MADRID,EELL,"OTROS (SECTOR PUBLICO)",http://www.madrid.es/,915885346,,,SUMINISTRO,ABIERTO,CONCURSO,,,,,,,COMPRA,HARDWARE,"SISTEMAS VARIOS","MANDO Y CONTROL",,,,,,,,
,PREVIO,,"IMPLANTACION DE NUEVAS TECNOLOGIAS EN EL SISTEMA DE VISIONADO DE CIRCULACION",2015/04/24,"DO UNION EUROPEA",80-140871,http://ted.europa.eu/udl?uri=TED:NOTICE:140871-2015:TEXT:ES:HTML&src=0,"AYUNTAMIENTO DE MADRID",MADRID,MADRID,MADRID,EELL,"OTROS (SECTOR PUBLICO)",http://www.madrid.es/,915885346,,,SUMINISTRO,ABIERTO,CONCURSO,,,,,,,COMPRA,SERVICIOS,INTEGRACION,"SISTEMAS INTG",,,,,,,,
,PREVIO,,"IMPLANTACION DE NUEVAS TECNOLOGIAS EN EL SISTEMA DE VISIONADO DE CIRCULACION",2015/04/24,"DO UNION EUROPEA",80-140871,http://ted.europa.eu/udl?uri=TED:NOTICE:140871-2015:TEXT:ES:HTML&src=0,"AYUNTAMIENTO DE MADRID",MADRID,MADRID,MADRID,EELL,"OTROS (SECTOR PUBLICO)",http://www.madrid.es/,915885346,,,SUMINISTRO,ABIERTO,CONCURSO,,,,,,,COMPRA,SOFTWARE,"APLICACIONES ESPECIFICAS O A MEDIDA","AUTOMATIZACION / CONTROL",,,,,,,,
,PREVIO,15A224,"SERVICIO DE MANTENIMIENTO REGLAMENTARIO DE EQUIPOS DE NAVEGACION Y DE OPERATIVIDAD DE LOS SISTEMAS ELECTRONICOS KONGSBERG DE LA FLOTA DEL INSTITUTO ESPAÑOL DE OCEANOGRAFIA",2015/04/24,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=2996d519-6050-4a60-8ba7-e5a8592e76ed,"INSTITUTO ESPAÑOL DE OCEANOGRAFIA",MADRID,MADRID,AGE,AGE,"INDUSTRIA / TURISMO / COMERCIO / CIENCIA Y TECNOLOGIA",https://contrataciondelestado.es/wps/poc?uri=deeplink%3Adetalle_licitacion&idEvl=MAMasD4LyYwQK2TEfXGy%2BA%3D%3D,,,,SERVICIOS,ABIERTO,CONCURSO,,,,,722400,,COMPRA,SERVICIOS,"MANTENIMIENTO O GESTION","SISTEMAS MTO",,,,,KONSBERG,"VALOR ESTIMADO: 1.204.000 S/IVA",,
,PREVIO,,"CONTRATACION DEL SERVICIO DE COMUNICACIONES DE VOZ Y DATOS DE LA FUNDACION",2015/04/25,"DO UNION EUROPEA",81-143706,http://ted.europa.eu/udl?uri=TED:NOTICE:143706-2015:TEXT:ES:HTML&src=0,"FUNDACION TRIPARTITA PARA LA FORMACION EN EL EMPLEO",MADRID,MADRID,AGE,AGE,"TRABAJO Y ASUNTOS SOCIALES",http://www.fundaciontripartita.org/,911195032,,,SERVICIOS,ABIERTO,CONCURSO,,,,,"876398,23",,COMPRA,SERVICIOS,COMUNICACIONES,INTERNET/DATOS,,,,,,,,
,PREVIO,,"CONTRATACION DEL SERVICIO DE COMUNICACIONES DE VOZ Y DATOS DE LA FUNDACION",2015/04/25,"DO UNION EUROPEA",81-143706,http://ted.europa.eu/udl?uri=TED:NOTICE:143706-2015:TEXT:ES:HTML&src=0,"FUNDACION TRIPARTITA PARA LA FORMACION EN EL EMPLEO",MADRID,MADRID,AGE,AGE,"TRABAJO Y ASUNTOS SOCIALES",http://www.fundaciontripartita.org/,911195032,,,SERVICIOS,ABIERTO,CONCURSO,,,,,,,COMPRA,SERVICIOS,COMUNICACIONES,MOVILES,,,,,,,,
,PREVIO,,"CONTRATACION DEL SERVICIO DE COMUNICACIONES DE VOZ Y DATOS DE LA FUNDACION",2015/04/25,"DO UNION EUROPEA",81-143706,http://ted.europa.eu/udl?uri=TED:NOTICE:143706-2015:TEXT:ES:HTML&src=0,"FUNDACION TRIPARTITA PARA LA FORMACION EN EL EMPLEO",MADRID,MADRID,AGE,AGE,"TRABAJO Y ASUNTOS SOCIALES",http://www.fundaciontripartita.org/,911195032,,,SERVICIOS,ABIERTO,CONCURSO,,,,,,,COMPRA,SERVICIOS,COMUNICACIONES,FIJAS,,,,,,,,
,PREVIO,,"CONTRATACION DE SERVICIOS INFORMATICOS PARA EL DESARROLLO Y MANTENIMIENTO DE LOS SISTEMAS DE INFORMACION PARA LA GESTION DE INICIATIVAS DE FORMACION DE LA FUNDACION",2015/04/25,"DO UNION EUROPEA",81-143695,http://ted.europa.eu/udl?uri=TED:NOTICE:143695-2015:TEXT:ES:HTML&src=0,"FUNDACION TRIPARTITA PARA LA FORMACION EN EL EMPLEO",MADRID,MADRID,AGE,AGE,"TRABAJO Y ASUNTOS SOCIALES",http://www.fundaciontripartita.org/,911195032,,,SERVICIOS,ABIERTO,CONCURSO,,,,,"8703183,1",,COMPRA,SERVICIOS,"ASISTENCIA TECNICA",PROGRAMACION,,,,,,,,
,PREVIO,,"CONTRATACION DE SERVICIOS INFORMATICOS PARA EL DESARROLLO Y MANTENIMIENTO DE LOS SISTEMAS DE INFORMACION PARA LA GESTION DE INICIATIVAS DE FORMACION DE LA FUNDACION",2015/04/25,"DO UNION EUROPEA",81-143695,http://ted.europa.eu/udl?uri=TED:NOTICE:143695-2015:TEXT:ES:HTML&src=0,"FUNDACION TRIPARTITA PARA LA FORMACION EN EL EMPLEO",MADRID,MADRID,AGE,AGE,"TRABAJO Y ASUNTOS SOCIALES",http://www.fundaciontripartita.org/,911195032,,,SERVICIOS,ABIERTO,CONCURSO,,,,,,,COMPRA,SERVICIOS,"MANTENIMIENTO O GESTION","SOFTWARE / APLICACIONES / CONTENIDOS",,,,,,,,
,PREVIO,,"CONTRATACION DE LOS SERVICIOS PROFESIONALES COMO APOYO A LA ADMINISTRACION DE SISTEMAS Y BASE DE DATOS DE LA FUNDACION",2015/04/25,"DO UNION EUROPEA",81-143698,http://ted.europa.eu/udl?uri=TED:NOTICE:143698-2015:TEXT:ES:HTML&src=0,"FUNDACION TRIPARTITA PARA LA FORMACION EN EL EMPLEO",MADRID,MADRID,AGE,AGE,"TRABAJO Y ASUNTOS SOCIALES",http://www.fundaciontripartita.org/,911195032,,,SERVICIOS,ABIERTO,CONCURSO,,,,,"2675513,32",,COMPRA,SERVICIOS,"ASISTENCIA TECNICA","SISTEMAS AT",,,,,,,,
,PREVIO,,"CONTRATACION DEL SERVICIO DE GESTION INTEGRAL DEL PUESTO DE TRABAJO EN LA FUNDACION",2015/04/25,"DO UNION EUROPEA",81-143699,http://ted.europa.eu/udl?uri=TED:NOTICE:143699-2015:TEXT:ES:HTML&src=0,"FUNDACION TRIPARTITA PARA LA FORMACION EN EL EMPLEO",MADRID,MADRID,AGE,AGE,"TRABAJO Y ASUNTOS SOCIALES",http://www.fundaciontripartita.org/,911195032,,,SERVICIOS,ABIERTO,CONCURSO,,,,,825000,,COMPRA,SERVICIOS,"SOPORTE Y HELP DESK","SISTEMAS SHD",,,,,,,,
,PREVIO,,"CONTRATO DE PRESTACION DE SERVICIOS INFORMATICOS DE DESARROLLO DE UN SISTEMA DE INFORMACION (GENESIS) PARA LA GESTION DE LOS TURNOS DE ESPERA DE LAS OFICINAS DE ATENCION AL CIUDADANO DEL AYUNTAMIENTO DE MADRID, ASI COMO EL MANTENIMIENTO EVOLUTIVO, CORRECTIVO, ADAPTATIVO Y SOPORTE A LA OPERACION DEL SISTEMA DE CITA PREVIA (CITAP) Y GENESIS",2015/04/29,"DO UNION EUROPEA",83-147682,http://ted.europa.eu/udl?uri=TED:NOTICE:147682-2015:TEXT:ES:HTML&src=0,"INFORMATICA DEL AYUNTAMIENTO DE MADRID",MADRID,MADRID,MADRID,EELL,"OTROS (SECTOR PUBLICO)",http://www.madrid.es/perfildecontratante,915133254,,,SERVICIOS,ABIERTO,CONCURSO,,,,,1400000,,COMPRA,SERVICIOS,"ASISTENCIA TECNICA",PROGRAMACION,,,,,,,,
,PREVIO,,"CONTRATO DE PRESTACION DE SERVICIOS INFORMATICOS DE DESARROLLO DE UN SISTEMA DE INFORMACION (GENESIS) PARA LA GESTION DE LOS TURNOS DE ESPERA DE LAS OFICINAS DE ATENCION AL CIUDADANO DEL AYUNTAMIENTO DE MADRID, ASI COMO EL MANTENIMIENTO EVOLUTIVO, CORRECTIVO, ADAPTATIVO Y SOPORTE A LA OPERACION DEL SISTEMA DE CITA PREVIA (CITAP) Y GENESIS",2015/04/29,"DO UNION EUROPEA",83-147682,http://ted.europa.eu/udl?uri=TED:NOTICE:147682-2015:TEXT:ES:HTML&src=0,"INFORMATICA DEL AYUNTAMIENTO DE MADRID",MADRID,MADRID,MADRID,EELL,"OTROS (SECTOR PUBLICO)",http://www.madrid.es/perfildecontratante,915133254,,,SERVICIOS,ABIERTO,CONCURSO,,,,,,,COMPRA,SERVICIOS,"MANTENIMIENTO O GESTION","SOFTWARE / APLICACIONES / CONTENIDOS",,,,,,,,
,PREVIO,,"SERVICIO DE SOPORTE DE LA PLATAFORMA DE ADMINISTRACION ELECTRONICA (FASE VI)",2015/04/30,"DO UNION EUROPEA",84-149722,http://ted.europa.eu/udl?uri=TED:NOTICE:149722-2015:TEXT:ES:HTML&src=0,"CONSEJERIA DE ECONOMIA Y HACIENDA - MURCIA",MURCIA,MURCIA,MURCIA,CCAA,"ECONOMIA Y HACIENDA",http://www.carm.es/,,,,SERVICIOS,ABIERTO,CONCURSO,,,,,640640,,COMPRA,SERVICIOS,"ASISTENCIA TECNICA",PROGRAMACION,,,,,,"FECHA PREVISTA INICIO PROCESO ADJUDICACION: 01/10/15",,
,LICITACION,,"ANUNCIO DEL SISTEMA DE CLASIFICACION DE PROVEEDORES ESPECIFICO PROTRANS, CONFORME A LO ESTABLECIDO EN LA LEY31/2007, DE 30 DE OCTUBRE",2015/04/30,"DO UNION EUROPEA",84-150229,http://ted.europa.eu/udl?uri=TED:NOTICE:150229-2015:TEXT:ES:HTML&src=0,"ENTE PUBLICO EUSKAL TRENBIDE SAREA RED FERROVIARIA DEL PAIS VASCO",BILBAO,VIZCAYA,"PAIS VASCO",CCAA,"FOMENTO / OBRAS PUBLICAS",http://www.ets-rfv.euskadi.eus/v86-ets9999/es/contenidos/informacion/perfil_contratante_ets1/es_perfil/perfil_contratante_ets_prov.html,946572600,,,MIXTO,ABIERTO,CONCURSO,,,,,,,COMPRA,HARDWARE,"OTROS HW","OTROS HW",,,,,,,,
,LICITACION,,"ANUNCIO DEL SISTEMA DE CLASIFICACION DE PROVEEDORES ESPECIFICO PROTRANS, CONFORME A LO ESTABLECIDO EN LA LEY31/2007, DE 30 DE OCTUBRE",2015/04/30,"DO UNION EUROPEA",84-150229,http://ted.europa.eu/udl?uri=TED:NOTICE:150229-2015:TEXT:ES:HTML&src=0,"ENTE PUBLICO EUSKAL TRENBIDE SAREA RED FERROVIARIA DEL PAIS VASCO",BILBAO,VIZCAYA,"PAIS VASCO",CCAA,"FOMENTO / OBRAS PUBLICAS",http://www.ets-rfv.euskadi.eus/v86-ets9999/es/contenidos/informacion/perfil_contratante_ets1/es_perfil/perfil_contratante_ets_prov.html,946572600,,,MIXTO,ABIERTO,CONCURSO,,,,,,,COMPRA,SOFTWARE,"OTROS SW","OTROS SW",,,,,,,,
,LICITACION,,"ANUNCIO DEL SISTEMA DE CLASIFICACION DE PROVEEDORES ESPECIFICO PROTRANS, CONFORME A LO ESTABLECIDO EN LA LEY31/2007, DE 30 DE OCTUBRE",2015/04/30,"DO UNION EUROPEA",84-150229,http://ted.europa.eu/udl?uri=TED:NOTICE:150229-2015:TEXT:ES:HTML&src=0,"ENTE PUBLICO EUSKAL TRENBIDE SAREA RED FERROVIARIA DEL PAIS VASCO",BILBAO,VIZCAYA,"PAIS VASCO",CCAA,"FOMENTO / OBRAS PUBLICAS",http://www.ets-rfv.euskadi.eus/v86-ets9999/es/contenidos/informacion/perfil_contratante_ets1/es_perfil/perfil_contratante_ets_prov.html,946572600,,,MIXTO,ABIERTO,CONCURSO,,,,,,,COMPRA,SERVICIOS,"OTROS SERVICIOS","OTROS SERVICIOS",,,,,,,,
,PREVIO,1/2015,"SERVICIOS DE MANTENIMIENTO Y SOPORTE DE LICENCIAS DEL PRODUCTO TSM DEL FABRICANTE IBM PROPIEDAD DE LA ADMINISTRACION DEL PRINCIPADO DE ASTURIAS",2015/05/05,"DO UNION EUROPEA",86-155551,http://ted.europa.eu/udl?uri=TED:NOTICE:155551-2015:TEXT:ES:HTML&src=0,"CONSEJERIA DE ECONOMIA Y EMPLEO - PRINCIPADO DE ASTURIAS",OVIEDO,ASTURIAS,ASTURIAS,CCAA,"ECONOMIA Y HACIENDA",http://www.asturias.es/,985105587,,,SERVICIOS,ABIERTO,CONCURSO,,,,,"483468,48",,COMPRA,SERVICIOS,"MANTENIMIENTO O GESTION","SOFTWARE / APLICACIONES / CONTENIDOS",,,,,"IBM TSM",,,
,PREVIO,046/15,"SOPORTE PARA LA REALIZACION DE RETOS EN EL EVENTO CYBERCAMP 2015 DE INCIBE",2015/05/05,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=26a9f9cf-cfb0-425a-9ac5-ed159e09f974,"INSTITUTO NACIONAL DE CIBERSEGURIDAD DE ESPAÑA, SA (INCIBE)",LEON,LEON,AGE,AGE,"INDUSTRIA / TURISMO / COMERCIO / CIENCIA Y TECNOLOGIA",https://contrataciondelestado.es/wps/poc?uri=deeplink%3Adetalle_licitacion&idEvl=oLwmAtULQuUQK2TEfXGy%2BA%3D%3D,,,,SERVICIOS,ABIERTO,CONCURSO,"V - 5",,,,310000,,COMPRA,SERVICIOS,"ASISTENCIA TECNICA",PROGRAMACION,,,,,,"VALOR ESTIMADO: 341.000 S/IVA",,
,PREVIO,,"SERVICIO DE IMPLANTACION Y EXPLOTACION DE RED WI-FI EN LAS ZONAS DE GRAN AFLUENCIA TURISTICA DE PALMA DE MALLORCA",2015/05/07,"BO ISLAS BALEARES",69,http://www.caib.es/eboibfront/pdf/VisPdf?action=VisEdicte&idDocument=918052&lang=ca,"FUNDACION TURISME PALMA DE MALLORCA","PALMA DE MALLORCA","ISLAS BALEARES","ISLAS BALEARES",EELL,"OTROS (SECTOR PUBLICO)",http://palmavirtual.palmademallorca.es/,,,,SERVICIOS,ABIERTO,CONCURSO,,,,,,,COMPRA,SERVICIOS,COMUNICACIONES,MOVILES,,,,,,,,
,PREVIO,,"NIVEL 1 DE LA UNIDAD DE ATENCION TELEMATICA DE UN CENTRO DE SERVICIOS DE SOPORTE TIC Y DE SERVICIOS DE ATENCION A LA CIUDADANIA DE DIVERSOS ORGANISMOS DE LA JUNTA DE ANDALUCIA",2015/05/07,"DO UNION EUROPEA",88-158832,http://ted.europa.eu/udl?uri=TED:NOTICE:158832-2015:TEXT:ES:HTML&src=0,"SOCIEDAD ANDALUZA PARA EL DESARROLLO DE LAS TELECOMUNICACIONES, SA (SANDETEL)",SEVILLA,SEVILLA,ANDALUCIA,CCAA,"INDUSTRIA / TURISMO / COMERCIO / CIENCIA Y TECNOLOGIA",http://www.juntadeandalucia.es/contratacion,954544427,,,SERVICIOS,ABIERTO,CONCURSO,,,,,1380000,,COMPRA,SERVICIOS,"SOPORTE Y HELP DESK","SISTEMAS SHD",,,,,,"FECHA PREVISTA INICIO PROCESO ADJUDICACION: 30/06/15",,
,PREVIO,,"NIVEL 1 DE LA UNIDAD DE ATENCION TELEMATICA DE UN CENTRO DE SERVICIOS DE SOPORTE TIC Y DE SERVICIOS DE ATENCION A LA CIUDADANIA DE DIVERSOS ORGANISMOS DE LA JUNTA DE ANDALUCIA",2015/05/07,"DO UNION EUROPEA",88-158832,http://ted.europa.eu/udl?uri=TED:NOTICE:158832-2015:TEXT:ES:HTML&src=0,"SOCIEDAD ANDALUZA PARA EL DESARROLLO DE LAS TELECOMUNICACIONES, SA (SANDETEL)",SEVILLA,SEVILLA,ANDALUCIA,CCAA,"INDUSTRIA / TURISMO / COMERCIO / CIENCIA Y TECNOLOGIA",http://www.juntadeandalucia.es/contratacion,954544427,,,SERVICIOS,ABIERTO,CONCURSO,,,,,,,COMPRA,SERVICIOS,"SOPORTE Y HELP DESK","OTROS SHD",,,,,,,,
,PREVIO,1500140,"MARCO GENERAL DE DESARROLLO DE APLICACIONES, CONTROL DE PROYECTOS, ASEGURAMIENTO DE LA CALIDAD Y SEGURIDAD DE LOS SISTEMAS DE INFORMACION DE LA CNMC",2015/05/08,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=bfd195f0-23a2-4107-b611-087ea8aa8992,"COMISION NACIONAL DE LOS MERCADOS Y LA COMPETENCIA (CNMC)",MADRID,MADRID,AGE,AGE,"INDUSTRIA / TURISMO / COMERCIO / CIENCIA Y TECNOLOGIA",https://contrataciondelestado.es/wps/poc?uri=deeplink%3Adetalle_licitacion&idEvl=x9902cQuG%2F0QK2TEfXGy%2BA%3D%3D,914329600,,,SERVICIOS,ABIERTO,CONCURSO,,,,,6319500,,COMPRA,SERVICIOS,"OUTSOURCING PROCESOS","OFICINA TECNICA",,,,,,,,
,PREVIO,1500140,"MARCO GENERAL DE DESARROLLO DE APLICACIONES, CONTROL DE PROYECTOS, ASEGURAMIENTO DE LA CALIDAD Y SEGURIDAD DE LOS SISTEMAS DE INFORMACION DE LA CNMC",2015/05/08,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=bfd195f0-23a2-4107-b611-087ea8aa8992,"COMISION NACIONAL DE LOS MERCADOS Y LA COMPETENCIA (CNMC)",MADRID,MADRID,AGE,AGE,"INDUSTRIA / TURISMO / COMERCIO / CIENCIA Y TECNOLOGIA",https://contrataciondelestado.es/wps/poc?uri=deeplink%3Adetalle_licitacion&idEvl=x9902cQuG%2F0QK2TEfXGy%2BA%3D%3D,914329600,,,SERVICIOS,ABIERTO,CONCURSO,,,,,,,COMPRA,SERVICIOS,"ASISTENCIA TECNICA",PROGRAMACION,,,,,,,,
,PREVIO,287/2015,"SERVICIOS NECESARIOS PARA LA DOTACION DE LA OFICINA DE GESTION DE SERVICIOS OGS, DEDICADA AL CONTROL DE CALIDAD DE LOS PROYECTOS GESTIONADOS POR LA SUBDIRECCION GENERAL DE SISTEMAS DE INFORMACION PAR ALA SALUD SDGSIS",2015/05/08,"DO UNION EUROPEA",89-160144,http://ted.europa.eu/udl?uri=TED:NOTICE:160144-2015:TEXT:ES:HTML&src=0,"CONSELLERIA DE SANIDAD - GENERALITAT VALENCIANA",VALENCIA,VALENCIA,VALENCIA,CCAA,"SANIDAD Y CONSUMO",http://www.contratacion.gva.es/,963862849,,,SERVICIOS,ABIERTO,CONCURSO,,,,,1214752,,COMPRA,SERVICIOS,"OUTSOURCING PROCESOS","OFICINA TECNICA",,,,,,"FECHA PREVISTA INICIO PROCESO ADJUDICACION: 01/06/15",,
,PREVIO,,"SERVICIOS DE SOPORTE TECNICO Y CERTIFICACION DE VERSIONES DEL SISTEMA DE INFORMACION ORION-CLINIC",2015/05/08,"DO UNION EUROPEA",89-160145,http://ted.europa.eu/udl?uri=TED:NOTICE:160145-2015:TEXT:ES:HTML&src=0,"CONSELLERIA DE SANIDAD - GENERALITAT VALENCIANA",VALENCIA,VALENCIA,VALENCIA,CCAA,"SANIDAD Y CONSUMO",http://www.contratacion.gva.es/,963862849,,,SERVICIOS,ABIERTO,CONCURSO,,,,,3073280,,COMPRA,SERVICIOS,"MANTENIMIENTO O GESTION","SOFTWARE / APLICACIONES / CONTENIDOS",,,,,ORION-CLINIC,"FECHA PREVISTA INICIO PROCESO ADJUDICACION: 01/07/15",,
,PREVIO,2015/CTR/0900314,"SERVICIOS PARA LA ASISTENCIA Y SOPORTE A USUARIOS Y A LOS SISTEMAS E INFRAESTRUCTURAS TI DE LA AGENCIA ESPAÑOLA DE COOPERACION INTERNACIONAL PARA EL DESARROLLO",2015/05/11,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=97dd7170-c2df-468a-9782-95c7f0a6adb3,"AGENCIA ESPAÑOLA DE COOPERACION INTERNACIONAL PARA EL DESARROLLO - AECID",MADRID,MADRID,AGE,AGE,"ASUNTOS EXTERIORES",https://contrataciondelestado.es/wps/poc?uri=deeplink%3Adetalle_licitacion&idEvl=Uttnoarn0IwQK2TEfXGy%2BA%3D%3D,915823403,,,SERVICIOS,ABIERTO,CONCURSO,,"LOTE 1: SOPORTE Y ASISTENCIA MICROINFORMATICA",,,337920,,COMPRA,SERVICIOS,"SOPORTE Y HELP DESK","SISTEMAS SHD",,,,,,"VALOR ESTIMADO: 1.331.550 S/IVA",,
,PREVIO,2015/CTR/0900314,"SERVICIOS PARA LA ASISTENCIA Y SOPORTE A USUARIOS Y A LOS SISTEMAS E INFRAESTRUCTURAS TI DE LA AGENCIA ESPAÑOLA DE COOPERACION INTERNACIONAL PARA EL DESARROLLO",2015/05/11,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=97dd7170-c2df-468a-9782-95c7f0a6adb3,"AGENCIA ESPAÑOLA DE COOPERACION INTERNACIONAL PARA EL DESARROLLO - AECID",MADRID,MADRID,AGE,AGE,"ASUNTOS EXTERIORES",https://contrataciondelestado.es/wps/poc?uri=deeplink%3Adetalle_licitacion&idEvl=Uttnoarn0IwQK2TEfXGy%2BA%3D%3D,915823403,,,SERVICIOS,ABIERTO,CONCURSO,,"LOTE 2: SOPORTE Y ASISTENCIA SISTEMAS",,,306240,,COMPRA,SERVICIOS,"ASISTENCIA TECNICA","SISTEMAS AT",,,,,,,,
,PREVIO,2015/CTR/0900314,"SERVICIOS PARA LA ASISTENCIA Y SOPORTE A USUARIOS Y A LOS SISTEMAS E INFRAESTRUCTURAS TI DE LA AGENCIA ESPAÑOLA DE COOPERACION INTERNACIONAL PARA EL DESARROLLO",2015/05/11,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=97dd7170-c2df-468a-9782-95c7f0a6adb3,"AGENCIA ESPAÑOLA DE COOPERACION INTERNACIONAL PARA EL DESARROLLO - AECID",MADRID,MADRID,AGE,AGE,"ASUNTOS EXTERIORES",https://contrataciondelestado.es/wps/poc?uri=deeplink%3Adetalle_licitacion&idEvl=Uttnoarn0IwQK2TEfXGy%2BA%3D%3D,915823403,,,SERVICIOS,ABIERTO,CONCURSO,,"LOTE 3: SERVICIO DE APOYO A LA IMPLANTACION DE PROCESOS ITIL",,,36630,,COMPRA,SERVICIOS,"OUTSOURCING PROCESOS","OFICINA TECNICA",,,,,,,,
,PREVIO,,"SERVICIOS SEGURIDAD Y METODOLOGIA INFORMATICA DE LA COMUNIDAD AUTONOMA DE LA REGION DE MURCIA",2015/05/09,"DO UNION EUROPEA",90-161806,http://ted.europa.eu/udl?uri=TED:NOTICE:161806-2015:TEXT:ES:HTML&src=0,"CONSEJERIA DE ECONOMIA Y HACIENDA - MURCIA",MURCIA,MURCIA,MURCIA,CCAA,"ECONOMIA Y HACIENDA",http://www.carm.es/,,,,SERVICIOS,ABIERTO,CONCURSO,,"LOTE 1: SERVICIOS DE SEGURIDAD INFORMATICA",,,930616,,COMPRA,SERVICIOS,CONSULTORIA,SEGURIDAD,,,,,,"VALOR ESTIMADO: 1.861.232 S/IVA; FECHA PREVISTA INICIO PROCESO ADJUDICACION: 01/07/15",,
,PREVIO,,"SERVICIOS SEGURIDAD Y METODOLOGIA INFORMATICA DE LA COMUNIDAD AUTONOMA DE LA REGION DE MURCIA",2015/05/09,"DO UNION EUROPEA",90-161806,http://ted.europa.eu/udl?uri=TED:NOTICE:161806-2015:TEXT:ES:HTML&src=0,"CONSEJERIA DE ECONOMIA Y HACIENDA - MURCIA",MURCIA,MURCIA,MURCIA,CCAA,"ECONOMIA Y HACIENDA",http://www.carm.es/,,,,SERVICIOS,ABIERTO,CONCURSO,,"LOTE 2: SERVICIO DE IMPLANTACION Y GESTION METODOLOGICO",,,1240316,,COMPRA,SERVICIOS,"OUTSOURCING PROCESOS","OFICINA TECNICA",,,,,,,,
,PREVIO,,"REDACCION DEL PROYECTO CONSTRUCTIVO, EJECUCION DE LAS OBRAS, CONSERVACION Y MANTENIMIENTO DE LA SEGUNDA CAPA DE GSM-R EN EL TRAMO L’HOSPITALET-MATARO DE LA LINEA R1 DE LAS CERCANIAS DE BARCELONA",2015/05/15,"DO UNION EUROPEA",93-166531,http://ted.europa.eu/udl?uri=TED:NOTICE:166531-2015:TEXT:ES:HTML&src=0,ADIF,MADRID,MADRID,AGE,AGE,"FOMENTO / OBRAS PUBLICAS",http://www.adif.es/es,915067154,,,OBRAS,ABIERTO,CONCURSO,,,,,8800000,,COMPRA,SERVICIOS,"MANTENIMIENTO O GESTION","SISTEMAS MTO",,,241,,,"OBRA: 3.000.000 € (21 MESES) , MANTENIMIENTO 5.800.000 € (240 MESES); ",,
